attempt,round,action,lives,lives_lost,cash
43,6,none,178,0,813
43,7,none,178,0,976
43,8,none,178,0,1158
43,9,none,178,0,1358
43,10,none,178,0,1557
43,11,upgrade,172,6,1865
43,12,none,172,0,1759
43,13,none,168,4,1947
43,14,none,168,0,2229
43,15,upgrade,145,23,2465
43,16,place,115,30,2616
43,16,upgrade,115,30,2616
43,17,place,114,1,1818
43,18,place,107,7,1788
43,19,none,107,0,1806
43,20,none,107,0,2066
43,21,none,107,0,2252
43,22,none,104,3,2600
43,22,none,104,3,2600
43,23,place,86,18,2880
43,23,place,86,18,2880
43,24,none,86,0,1032
43,25,none,86,0,1199
43,26,none,86,0,1534
43,27,none,86,0,1867
43,28,none,86,0,2529
43,28,none,86,0,2529
43,29,none,86,0,2795
43,29,none,86,0,2795
43,30,none,86,0,3184
43,30,none,86,0,3184
43,31,none,86,0,3521
43,31,none,86,0,3521
43,32,none,86,0,4058
43,32,none,86,0,4058
43,33,none,86,0,4685
43,33,none,86,0,4685
43,34,upgrade,73,13,4877
43,34,place,73,13,4877
43,35,none,73,0,4729
43,35,none,73,0,4729
43,36,none,73,0,5879
43,36,none,73,0,5879
43,36,none,73,0,5879
43,37,none,73,0,6775
43,37,none,73,0,6775
43,37,none,73,0,6775
43,38,none,73,0,8114
43,38,none,73,0,8114
43,38,none,73,0,8114
43,38,none,73,0,8114
43,39,none,73,0,9391
43,39,none,73,0,9391
43,39,none,73,0,9391
43,39,none,73,0,9391
44,1,place,200,0,650
44,2,place,187,13,333
44,3,place,183,4,246
44,4,place,179,4,190
44,5,place,163,16,349
44,6,none,163,0,293
44,7,place,157,6,450
44,8,none,157,0,292
44,9,none,157,0,492
44,10,none,157,0,691
44,11,none,157,0,1005
44,12,none,157,0,1194
44,13,none,157,0,1386
44,14,none,157,0,1668
44,15,none,157,0,1927
44,16,upgrade,129,28,2165
44,17,place,109,20,2288
44,18,upgrade,90,19,2222
44,19,place,82,8,2477
44,20,place,64,18,2381
44,21,none,62,2,2395
44,22,upgrade,35,27,2719
44,22,upgrade,35,27,2719
45,1,place,200,0,650
45,2,none,200,0,451
45,3,none,200,0,588
45,4,place,198,2,724
45,5,none,198,0,629
45,6,upgrade,198,0,793
45,7,none,198,0,871
45,8,none,198,0,1053
45,9,none,198,0,1253
45,10,none,196,2,1450
45,11,none,196,0,1764
45,12,none,196,0,1953
45,13,upgrade,188,8,2137
45,14,none,188,0,2249
45,15,none,186,2,2506
45,15,none,186,2,2506
45,16,upgrade,154,32,2740
45,16,upgrade,154,32,2740
45,17,none,154,0,2543
45,17,none,154,0,2543
45,18,upgrade,140,14,2697
45,18,place,140,14,2697
45,19,place,140,0,2475
45,20,none,140,0,1885
45,21,none,140,0,2071
45,22,none,140,0,2422
45,23,upgrade,134,6,2714
45,23,place,134,6,2714
45,24,none,134,0,2101
45,25,none,134,0,2268
45,26,none,134,0,2603
45,26,none,134,0,2603
45,27,none,134,0,2936
45,27,none,134,0,2936
45,28,none,134,0,3598
45,28,none,134,0,3598
45,29,none,134,0,3864
45,29,none,134,0,3864
45,30,none,134,0,4253
45,30,none,134,0,4253
45,31,none,134,0,4590
45,31,none,134,0,4590
45,32,upgrade,123,11,5116
45,32,upgrade,123,11,5116
45,32,upgrade,123,11,5116
45,33,none,123,0,3193
45,33,none,123,0,3193
45,34,none,123,0,3398
45,34,none,123,0,3398
45,35,none,123,0,4310
45,35,none,123,0,4310
45,36,none,123,0,5460
45,36,none,123,0,5460
45,36,none,123,0,5460
45,37,none,123,0,6356
45,37,none,123,0,6356
45,37,none,123,0,6356
45,38,none,123,0,7695
45,38,none,123,0,7695
45,38,none,123,0,7695
45,38,none,123,0,7695
45,39,none,123,0,8972
45,39,none,123,0,8972
45,39,none,123,0,8972
45,39,none,123,0,8972
45,40,none,123,0,10731
45,40,none,123,0,10731
45,40,none,123,0,10731
45,40,none,123,0,10731
45,40,none,123,0,10731
46,1,place,200,0,650
46,2,none,200,0,301
46,3,none,200,0,438
46,4,none,200,0,576
46,5,none,200,0,751
46,6,place,194,6,909
46,7,none,194,0,732
46,8,none,194,0,914
46,9,none,194,0,1114
46,10,none,194,0,1313
46,11,none,194,0,1627
46,12,none,194,0,1816
46,13,none,194,0,2008
46,14,none,194,0,2290
46,15,none,189,5,2544
46,15,place,189,5,2544
46,16,place,181,8,2527
46,16,upgrade,181,8,2527
46,17,none,181,0,2265
46,18,none,181,0,2430
46,19,none,181,0,2788
46,19,none,181,0,2788
46,20,none,181,0,3048
46,20,none,181,0,3048
46,21,none,181,0,3234
46,21,none,181,0,3234
46,22,upgrade,172,9,3576
46,22,upgrade,172,9,3576
46,23,none,172,0,3069
46,23,none,172,0,3069
46,24,none,172,0,3346
46,24,none,172,0,3346
46,25,none,172,0,3513
46,25,none,172,0,3513
46,26,none,166,6,3842
46,26,upgrade,166,6,3842
46,27,upgrade,166,0,1370
46,28,none,166,0,1777
46,29,none,166,0,2043
46,30,none,166,0,2432
46,31,none,166,0,2769
46,31,none,166,0,2769
46,32,none,166,0,3306
46,32,none,166,0,3306
46,33,none,166,0,3933
46,33,none,166,0,3933
46,34,upgrade,164,2,4136
46,34,none,164,2,4136
46,35,none,164,0,4838
46,35,none,164,0,4838
46,36,none,164,0,5988
46,36,none,164,0,5988
46,36,none,164,0,5988
46,37,place,122,42,6852
46,37,upgrade,122,42,6852
46,37,upgrade,122,42,6852
46,38,upgrade,65,57,7454
46,38,place,65,57,7454
46,38,upgrade,65,57,7454
46,39,none,65,0,7696
46,39,none,65,0,7696
46,39,none,65,0,7696
46,39,none,65,0,7696
46,40,none,65,0,9455
46,40,none,65,0,9455
46,40,none,65,0,9455
46,40,none,65,0,9455
46,41,upgrade,65,0,9455
46,41,none,65,0,9455
46,41,none,65,0,9455
46,41,none,65,0,9455
46,42,none,65,0,9976
46,42,none,65,0,9976
46,42,none,65,0,9976
46,42,none,65,0,9976
46,43,none,65,0,12157
46,43,none,65,0,12157
46,43,none,65,0,12157
46,43,none,65,0,12157
46,43,none,65,0,12157
46,44,none,65,0,12157
46,44,none,65,0,12157
46,44,none,65,0,12157
46,44,none,65,0,12157
46,44,none,65,0,12157
47,1,place,200,0,650
47,2,place,180,20,561
47,3,none,180,0,398
47,4,none,180,0,536
47,5,place,167,13,698
47,6,none,167,0,672
47,7,none,167,0,835
47,8,none,166,1,1016
47,9,place,158,8,1208
47,10,place,154,4,1083
47,11,none,154,0,972
47,12,none,154,0,1161
47,13,none,154,0,1353
47,14,none,154,0,1635
47,15,none,154,0,1894
47,16,upgrade,148,6,2154
47,17,upgrade,142,6,2331
47,18,place,135,7,2254
47,19,none,135,0,1592
47,20,place,103,32,1825
47,21,upgrade,98,5,1666
47,22,upgrade,93,5,1587
47,23,upgrade,59,34,1426
47,24,upgrade,50,9,1314
47,25,upgrade,47,3,1268
47,26,upgrade,36,11,1469
48,1,place,200,0,650
48,2,none,200,0,431
48,3,none,200,0,568
48,4,none,200,0,706
48,5,place,191,9,872
48,6,none,191,0,816
48,7,none,191,0,979
48,8,none,191,0,1161
48,9,none,189,2,1359
48,10,upgrade,179,10,1548
48,11,place,169,10,1727
48,12,upgrade,169,0,1616
48,13,none,169,0,1553
48,14,none,169,0,1835
48,15,none,169,0,2094
48,16,upgrade,151,18,2342
48,17,upgrade,124,27,2328
48,18,none,124,0,2408
48,19,upgrade,99,25,2741
48,19,place,99,25,2741
48,20,none,99,0,2321
48,21,none,99,0,2507
48,21,none,99,0,2507
48,22,place,85,14,2844
48,22,upgrade,85,14,2844
48,23,upgrade,74,11,2411
48,24,none,74,0,2498
48,25,none,74,0,2665
48,25,none,74,0,2665
48,26,none,74,0,3000
48,26,none,74,0,3000
48,27,none,74,0,3333
48,27,none,74,0,3333
48,28,upgrade,48,26,3969
48,28,upgrade,48,26,3969
48,29,none,48,0,2115
48,30,none,48,0,2504
48,30,none,48,0,2504
48,31,none,48,0,2841
48,31,none,48,0,2841
48,32,none,48,0,3378
48,32,none,48,0,3378
48,33,none,48,0,4005
48,33,none,48,0,4005
48,34,none,48,0,4210
48,34,none,48,0,4210
48,35,none,48,0,5122
48,35,none,48,0,5122
48,35,none,48,0,5122
48,36,none,48,0,6272
48,36,none,48,0,6272
48,36,none,48,0,6272
48,37,none,48,0,7168
48,37,none,48,0,7168
48,37,none,48,0,7168
48,38,none,48,0,8507
48,38,none,48,0,8507
48,38,none,48,0,8507
48,38,none,48,0,8507
48,39,none,48,0,9784
48,39,none,48,0,9784
48,39,none,48,0,9784
48,39,none,48,0,9784
49,1,place,200,0,650
49,2,none,200,0,551
49,3,none,200,0,688
49,4,place,190,10,816
49,5,upgrade,186,4,667
49,6,none,186,0,746
49,7,none,185,1,908
49,8,upgrade,180,5,1085
49,9,upgrade,174,6,1184
49,10,place,159,15,1198
49,11,none,159,0,662
49,12,none,159,0,851
49,13,upgrade,157,2,1041
49,14,none,157,0,1198
49,15,none,153,4,1453
49,16,place,137,16,1703
49,17,upgrade,130,7,1689
49,18,upgrade,120,10,1660
49,19,none,120,0,1808
49,20,upgrade,106,14,2055
49,21,upgrade,103,3,1983
49,22,none,102,1,2238
49,23,place,90,12,2524
49,23,place,90,12,2524
49,24,upgrade,83,7,2154
49,25,upgrade,83,0,1811
49,26,none,79,4,1462
49,27,none,79,0,1795
49,28,none,76,3,2454
49,29,none,73,3,2717
49,29,upgrade,73,3,2717
49,30,none,73,0,2766
49,30,none,73,0,2766
49,31,upgrade,40,33,3070
49,31,upgrade,40,33,3070
49,32,upgrade,36,4,2798
49,32,upgrade,36,4,2798
49,33,none,36,0,2490
49,34,none,36,0,2695
49,34,none,36,0,2695
49,35,none,36,0,3607
49,35,none,36,0,3607
49,36,none,27,9,4748
49,36,none,27,9,4748
49,37,none,27,0,4748
49,37,none,27,0,4748
50,1,place,200,0,650
50,2,none,200,0,346
50,3,none,200,0,483
50,4,none,197,3,618
50,5,place,188,9,784
50,6,none,188,0,678
50,7,none,188,0,841
50,8,none,188,0,1023
50,9,upgrade,182,6,1217
50,10,place,173,9,1257
50,11,none,173,0,1351
50,12,none,173,0,1540
50,13,upgrade,170,3,1729
50,14,none,170,0,1841
50,15,none,167,3,2097
50,16,place,142,25,2338
50,17,upgrade,137,5,2131
50,18,upgrade,127,10,2079
50,19,none,127,0,2227
50,20,place,105,22,2465
50,21,upgrade,103,2,2374
50,22,upgrade,72,31,2569
50,22,upgrade,72,31,2569
50,23,upgrade,53,19,2533
50,23,upgrade,53,19,2533
50,24,upgrade,53,0,750
50,25,none,53,0,750
50,26,upgrade,43,10,1092
50,27,none,43,0,1185
50,28,none,43,0,1847
50,29,none,43,0,2113
50,30,none,43,0,2502
50,30,none,43,0,2502
50,31,none,43,0,2839
50,31,none,43,0,2839
50,32,none,43,0,3376
50,32,none,43,0,3376
50,33,none,43,0,3376
50,33,none,43,0,3376
51,1,place,200,0,650
51,2,none,200,0,431
51,3,none,200,0,568
51,4,none,200,0,706
51,5,place,182,18,863
51,6,none,182,0,557
51,7,none,182,0,720
51,8,none,182,0,902
51,9,none,182,0,1102
51,10,none,182,0,1301
51,11,none,182,0,1615
51,12,none,182,0,1804
51,13,place,180,2,1994
51,14,none,180,0,1806
51,15,none,180,0,2065
51,16,upgrade,161,19,2312
51,17,none,158,3,2282
51,18,upgrade,147,11,2439
51,19,none,147,0,2587
51,19,none,147,0,2587
51,20,place,122,25,2822
51,20,upgrade,122,25,2822
51,21,upgrade,122,0,1778
51,22,upgrade,122,0,1579
51,23,none,121,1,1666
51,24,none,121,0,1943
51,25,none,121,0,2110
51,26,place,108,13,2432
51,27,place,105,3,1742
51,28,none,105,0,2214
51,29,none,105,0,2480
51,30,none,105,0,2869
51,30,none,105,0,2869
51,31,none,105,0,3206
51,31,none,105,0,3206
51,32,upgrade,74,31,3722
51,32,upgrade,74,31,3722
51,33,none,74,0,3714
51,33,none,74,0,3714
51,34,none,74,0,3919
51,34,none,74,0,3919
51,35,none,74,0,4831
51,35,none,74,0,4831
51,36,none,68,6,5975
51,36,none,68,6,5975
51,36,none,68,6,5975
52,1,place,200,0,650
52,2,place,200,0,471
52,3,none,200,0,308
52,4,place,200,0,446
52,5,none,200,0,451
52,6,none,200,0,615
52,7,none,200,0,778
52,8,none,200,0,960
52,9,place,198,2,1158
52,10,place,198,0,1082
52,11,none,198,0,971
52,12,none,198,0,1160
52,13,none,198,0,1352
52,14,none,198,0,1634
52,15,none,198,0,1893
52,16,upgrade,189,9,2150
52,17,upgrade,177,12,2196
52,18,upgrade,172,5,2103
52,19,none,172,0,2081
52,20,none,172,0,2341
52,21,none,172,0,2527
52,21,none,172,0,2527
52,22,upgrade,165,7,2871
52,22,place,165,7,2871
52,23,none,165,0,2704
52,23,none,165,0,2704
52,24,upgrade,161,4,2977
52,24,place,161,4,2977
52,25,upgrade,161,0,764
52,26,upgrade,161,0,674
52,27,none,161,0,627
52,28,none,161,0,1289
52,29,upgrade,23,138,1417
52,30,none,23,0,1596
53,1,place,200,0,650
53,2,place,180,20,561
53,3,none,180,0,423
53,4,none,180,0,561
53,5,upgrade,161,19,717
53,6,none,161,0,796
53,7,none,161,0,959
53,8,upgrade,156,5,1136
53,9,upgrade,152,4,1162
53,10,place,141,11,1095
53,11,none,141,0,1189
53,12,none,141,0,1378
53,13,none,141,0,1570
53,14,none,139,2,1850
53,15,place,120,19,2090
53,16,place,105,15,1701
53,17,none,105,0,1699
53,18,none,101,4,1862
53,19,none,101,0,2220
53,20,upgrade,88,13,2467
53,21,none,88,0,2398
53,22,none,88,0,2749
53,22,none,88,0,2749
53,23,none,88,0,3047
53,23,none,88,0,3047
53,24,none,88,0,3324
53,24,none,88,0,3324
53,25,upgrade,85,3,3488
53,25,none,85,3,3488
53,26,none,85,0,3653
53,26,none,85,0,3653
53,27,none,85,0,3986
53,27,none,85,0,3986
53,28,none,85,0,4648
53,28,none,85,0,4648
53,29,none,85,0,4914
53,29,none,85,0,4914
53,30,place,81,4,5302
53,30,none,81,4,5302
53,30,upgrade,81,4,5302
53,31,none,81,0,4534
53,31,none,81,0,4534
53,32,upgrade,74,7,5064
53,32,none,74,7,5064
53,32,place,74,7,5064
53,33,none,74,0,4841
53,33,none,74,0,4841
53,34,none,4974,-4900,0
54,1,place,200,0,650
54,2,place,200,0,451
54,3,upgrade,200,0,313
54,4,none,200,0,196
54,5,none,200,0,371
54,6,none,200,0,535
54,7,none,200,0,698
54,8,none,200,0,880
54,9,upgrade,198,2,1078
54,10,place,191,7,1060
54,11,none,191,0,1074
54,12,none,191,0,1263
54,13,none,191,0,1455
54,14,none,191,0,1737
54,15,none,191,0,1996
54,16,upgrade,185,6,2256
54,17,none,185,0,1974
54,18,none,185,0,2139
54,19,none,185,0,2497
54,20,upgrade,179,6,2751
54,20,upgrade,179,6,2751
54,21,none,179,0,2602
54,21,none,179,0,2602
54,22,upgrade,165,14,2939
54,22,place,165,14,2939
54,23,place,159,6,2211
54,24,upgrade,154,5,2293
54,25,none,151,3,2077
54,26,none,151,0,2412
54,27,none,151,0,2745
54,27,none,151,0,2745
54,28,none,151,0,3407
54,28,none,151,0,3407
54,29,none,151,0,3673
54,29,none,151,0,3673
54,30,none,151,0,4062
54,30,none,151,0,4062
54,31,none,151,0,4399
54,31,none,151,0,4399
54,32,upgrade,83,68,4869
54,32,upgrade,83,68,4869
54,33,none,83,0,4096
54,33,upgrade,83,0,4096
54,34,none,83,0,4096
54,34,none,83,0,4096
54,35,place,11,72,5056
54,35,upgrade,11,72,5056
54,35,upgrade,11,72,5056
54,36,none,11,0,5226
54,36,place,11,0,5226
54,36,none,11,0,5226
55,1,place,200,0,650
55,2,none,200,0,471
55,3,none,200,0,608
55,4,none,200,0,746
55,5,upgrade,181,19,902
55,6,upgrade,181,0,641
55,7,place,181,0,424
55,8,upgrade,181,0,266
55,9,none,181,0,281
55,10,none,181,0,480
55,11,none,181,0,794
55,12,none,181,0,983
55,13,none,181,0,1175
55,14,none,181,0,1457
55,15,none,181,0,1716
55,16,none,181,0,1982
55,17,none,181,0,2250
55,18,none,181,0,2415
55,19,none,181,0,2773
55,19,none,181,0,2773
55,20,place,179,2,3031
55,20,none,179,2,3031
55,21,none,179,0,2537
55,21,none,179,0,2537
55,22,none,179,0,2888
55,22,none,179,0,2888
55,23,none,179,0,3186
55,23,none,179,0,3186
55,24,none,179,0,3463
55,24,none,179,0,3463
55,25,none,179,0,3630
55,25,none,179,0,3630
55,26,none,179,0,3965
55,26,none,179,0,3965
55,27,none,177,2,4296
55,27,none,177,2,4296
55,28,none,171,6,4952
55,28,place,171,6,4952
55,29,upgrade,33,138,4655
55,29,place,33,138,4655
55,30,place,33,0,4494
55,30,upgrade,33,0,4494
56,1,place,200,0,650
56,2,none,200,0,551
56,3,place,190,10,678
56,4,none,190,0,496
56,5,none,187,3,668
56,6,none,184,3,829
56,7,none,183,1,991
56,8,upgrade,176,7,1166
56,9,place,161,15,1266
56,10,place,151,10,815
56,11,upgrade,151,0,909
56,12,place,150,1,907
56,13,none,150,0,824
56,14,none,150,0,1106
56,15,none,150,0,1365
56,16,upgrade,146,4,1627
56,17,none,146,0,1685
56,18,place,118,28,1837
56,19,none,118,0,1895
56,20,none,118,0,2155
56,21,none,118,0,2341
56,22,none,118,0,2692
56,22,none,118,0,2692
56,23,place,104,14,2976
56,23,upgrade,104,14,2976
56,24,none,104,0,2278
56,25,upgrade,101,3,2442
56,26,none,101,0,2652
56,26,none,101,0,2652
56,27,none,100,1,2984
56,27,none,100,1,2984
56,28,none,100,0,3646
56,28,none,100,0,3646
56,29,none,100,0,3912
56,29,none,100,0,3912
56,30,place,97,3,4300
56,30,place,97,3,4300
56,31,upgrade,97,0,4177
56,31,none,97,0,4177
57,1,place,200,0,650
57,2,none,200,0,551
57,3,none,200,0,688
57,4,none,200,0,826
57,5,place,187,13,988
57,6,none,185,2,830
57,7,none,184,1,992
57,8,none,184,0,1174
57,9,none,184,0,1174
57,10,place,163,21,1552
57,11,none,163,0,1566
57,12,none,163,0,1755
57,13,none,163,0,1947
57,14,none,163,0,2229
57,15,none,163,0,2488
57,16,upgrade,154,9,2745
57,16,place,154,9,2745
57,17,none,154,0,2333
57,18,none,154,0,2498
57,19,none,154,0,2856
57,19,none,154,0,2856
57,20,upgrade,131,23,3097
57,20,place,131,23,3097
57,21,none,131,0,2888
57,21,place,131,0,2888
57,22,upgrade,126,5,2214
57,23,upgrade,118,8,2209
57,24,place,111,7,2394
57,25,none,111,0,1921
57,26,upgrade,103,8,2248
57,27,upgrade,103,0,1476
57,28,none,103,0,1948
57,29,none,103,0,2214
57,30,none,103,0,2603
57,30,none,103,0,2603
57,31,none,103,0,2940
57,31,none,103,0,2940
58,1,place,200,0,650
58,2,place,193,7,339
58,3,none,193,0,201
58,4,place,193,0,339
58,5,none,193,0,239
58,6,none,193,0,403
58,7,none,193,0,566
58,8,none,193,0,748
58,9,none,193,0,948
58,10,none,193,0,1147
58,11,none,193,0,1461
58,12,none,193,0,1650
58,13,none,193,0,1842
58,14,none,193,0,2124
58,15,place,186,7,2376
58,16,none,185,1,2301
58,17,none,185,0,2569
58,17,none,185,0,2569
58,18,upgrade,173,12,2726
58,18,place,173,12,2726
58,19,none,173,0,2279
58,20,none,173,0,2539
58,20,none,173,0,2539
58,21,none,173,0,2725
58,21,none,173,0,2725
58,22,none,170,3,3073
58,22,none,170,3,3073
58,23,place,160,10,3361
58,23,upgrade,160,10,3361
58,24,none,160,0,3043
58,24,none,160,0,3043
58,25,none,160,0,3210
58,25,none,160,0,3210
58,26,none,160,0,3545
58,26,none,160,0,3545
58,27,none,160,0,3878
58,27,none,160,0,3878
58,28,none,160,0,4540
58,28,none,160,0,4540
58,29,place,22,138,4668
58,29,place,22,138,4668
58,30,none,22,0,4537
58,30,none,22,0,4537
59,1,place,200,0,650
59,2,none,200,0,301
59,3,place,198,2,436
59,4,upgrade,198,0,234
59,5,none,198,0,199
59,6,none,198,0,363
59,7,none,198,0,526
59,8,none,198,0,708
59,9,none,198,0,908
59,10,none,198,0,1107
59,11,none,198,0,1421
59,12,none,197,1,1609
59,13,upgrade,189,8,1793
59,14,none,189,0,1525
59,15,none,185,4,1780
59,16,place,178,7,2039
59,17,none,178,0,1457
59,18,none,178,0,1622
59,19,none,178,0,1980
59,20,none,175,3,2237
59,21,none,170,5,2418
59,22,none,164,6,2763
59,22,none,164,6,2763
59,23,upgrade,146,18,3043
59,23,upgrade,146,18,3043
59,24,place,132,14,2221
59,25,place,132,0,2118
59,26,none,132,0,2233
59,27,none,132,0,2566
59,27,none,132,0,2566
59,28,none,132,0,3228
59,28,none,132,0,3228
59,29,none,132,0,3494
59,29,none,132,0,3494
59,30,none,132,0,3883
59,30,none,132,0,3883
59,31,none,132,0,4220
59,31,none,132,0,4220
59,32,place,111,21,4739
59,32,upgrade,111,21,4739
59,33,none,110,1,2345
59,34,none,110,0,2550
59,34,none,110,0,2550
59,35,none,110,0,3462
59,35,none,110,0,3462
59,36,upgrade,99,11,4601
59,36,place,99,11,4601
59,37,upgrade,18,81,3887
59,37,place,18,81,3887
60,1,place,200,0,650
60,2,none,200,0,471
60,3,none,200,0,608
60,4,none,200,0,746
60,5,place,186,14,907
60,6,none,186,0,771
60,7,none,186,0,934
60,8,none,186,0,1116
60,9,none,186,0,1316
60,10,place,172,14,1501
60,11,upgrade,164,8,787
60,12,none,164,0,596
60,13,none,164,0,788
60,14,none,164,0,1070
60,15,place,155,9,1320
60,16,upgrade,125,30,1366
60,17,upgrade,88,37,1302
60,18,none,88,0,1282
60,19,none,88,0,1640
60,20,upgrade,83,5,1895
60,21,none,83,0,1656
60,22,none,83,0,2007
60,23,place,75,8,2297
60,24,none,75,0,2104
60,25,none,72,3,2268
60,26,none,69,3,2600
60,26,none,69,3,2600
60,27,none,69,0,2933
60,27,none,69,0,2933
61,1,place,200,0,650
61,2,none,200,0,496
61,3,none,200,0,633
61,4,upgrade,199,1,770
61,5,place,173,26,794
61,6,none,173,0,638
61,7,none,173,0,801
61,8,none,173,0,983
61,9,upgrade,169,4,1179
61,10,place,158,11,1197
61,11,none,158,0,1086
61,12,none,158,0,1275
61,13,upgrade,153,5,1462
61,14,none,153,0,1364
61,15,none,153,0,1623
61,16,place,140,13,1876
61,17,place,140,0,1294
61,18,upgrade,140,0,609
61,19,none,140,0,842
61,20,none,140,0,1102
61,21,none,140,0,1288
61,22,place,130,10,1629
61,23,place,101,29,1558
61,24,upgrade,98,3,1612
61,25,none,98,0,1569
61,26,none,98,0,1904
61,27,upgrade,94,4,2233
61,28,none,94,0,2385
61,29,upgrade,82,12,2639
61,29,upgrade,82,12,2639
61,30,none,82,0,2648
61,30,none,82,0,2648
61,31,upgrade,71,11,2974
61,31,upgrade,71,11,2974
61,32,none,71,0,2196
61,33,none,71,0,2823
61,33,none,71,0,2823
61,34,none,71,0,3028
61,34,none,71,0,3028
61,35,none,71,0,3940
61,35,none,71,0,3940
61,36,none,71,0,5090
61,36,none,71,0,5090
61,36,none,71,0,5090
61,37,place,59,12,5978
61,37,upgrade,59,12,5978
61,37,upgrade,59,12,5978
61,38,place,34,25,6562
61,38,upgrade,34,25,6562
61,38,place,34,25,6562
61,39,none,34,0,5969
61,39,none,34,0,5969
61,39,none,34,0,5969
61,40,none,34,0,7730
61,40,none,34,0,7730
61,40,none,34,0,7730
61,40,none,34,0,7730
61,41,none,34,0,7730
61,41,none,34,0,7730
61,41,none,34,0,7730
61,41,none,34,0,7730
61,42,none,34,0,8251
61,42,none,34,0,8251
61,42,none,34,0,8251
61,42,none,34,0,8251
61,43,none,34,0,10432
61,43,none,34,0,10432
61,43,none,34,0,10432
61,43,none,34,0,10432
61,43,none,34,0,10432
61,44,none,34,0,10432
61,44,none,34,0,10432
61,44,upgrade,34,0,10432
61,44,none,34,0,10432
61,44,none,34,0,10432
62,1,place,200,0,650
62,2,none,200,0,471
62,3,none,200,0,608
62,4,none,200,0,746
62,5,upgrade,184,16,905
62,6,none,184,0,689
62,7,none,184,0,852
62,8,place,181,3,1031
62,9,none,181,0,891
62,10,none,181,0,1090
62,11,none,181,0,1404
62,12,none,181,0,1593
62,13,none,180,1,1784
62,14,none,180,0,2066
62,15,upgrade,175,5,2320
62,16,upgrade,160,15,2276
62,17,none,160,0,2359
62,18,none,160,0,2524
62,18,none,160,0,2524
62,19,upgrade,154,6,2876
62,19,none,154,6,2876
62,20,none,150,4,2922
62,20,place,150,4,2922
62,21,none,150,0,2808
62,21,none,150,0,2808
62,22,none,150,0,3159
62,22,none,150,0,3159
62,23,upgrade,131,19,3438
62,23,place,131,19,3438
62,24,none,131,0,1295
62,25,none,131,0,1462
62,26,none,131,0,1797
62,27,none,131,0,2130
62,28,none,131,0,2792
62,28,none,131,0,2792
63,1,place,200,0,650
63,2,none,200,0,301
63,3,none,200,0,438
63,4,none,199,1,575
63,5,none,198,1,749
63,6,place,183,15,898
63,7,none,183,0,741
63,8,none,183,0,923
63,9,none,183,0,1123
63,10,none,177,6,1316
63,11,none,177,0,1630
63,12,none,172,5,1814
63,13,place,166,6,2000
63,14,place,154,12,1250
63,15,none,154,0,1319
63,16,place,136,18,1567
63,17,upgrade,136,0,1565
63,18,none,134,2,1518
63,19,none,134,0,1876
63,20,none,128,6,2130
63,21,none,127,1,2315
63,22,place,92,35,2631
63,22,upgrade,92,35,2631
63,23,upgrade,75,17,2572
63,23,upgrade,75,17,2572
63,24,upgrade,70,5,2084
63,25,upgrade,67,3,2008
63,26,upgrade,58,9,1996
63,27,upgrade,39,19,2140
63,28,upgrade,35,4,2458
63,29,upgrade,31,4,2550
63,29,upgrade,31,4,2550
63,30,none,31,0,984
63,31,none,31,0,1321
63,32,none,31,0,1858
63,33,none,31,0,2485
64,1,place,200,0,650
64,2,none,200,0,551
64,3,upgrade,194,6,682
64,4,upgrade,179,15,720
64,5,place,158,21,684
64,6,none,158,0,573
64,7,none,158,0,736
64,8,none,158,0,918
64,9,none,158,0,1118
64,10,none,157,1,1316
64,11,none,154,3,1627
64,12,place,149,5,1811
64,13,upgrade,147,2,1831
64,14,none,147,0,2018
64,15,upgrade,133,14,2263
64,16,place,118,15,2429
64,17,upgrade,118,0,2357
64,18,none,117,1,2226
64,19,none,114,3,2581
64,19,none,114,3,2581
64,20,place,109,5,2836
64,20,none,109,5,2836
64,21,none,109,0,2382
64,22,none,109,0,2733
64,22,none,109,0,2733
64,23,none,108,1,3030
64,23,none,108,1,3030
64,24,none,107,1,3306
64,24,none,107,1,3306
64,25,place,104,3,3470
64,25,none,104,3,3470
64,26,upgrade,99,5,3525
64,26,upgrade,99,5,3525
64,27,none,99,0,3508
64,27,none,99,0,3508
64,28,none,99,0,4170
64,28,none,99,0,4170
64,29,none,99,0,4436
64,29,none,99,0,4436
64,30,none,99,0,4825
64,30,none,99,0,4825
64,31,none,99,0,5162
64,31,none,99,0,5162
64,31,none,99,0,5162
64,32,upgrade,70,29,5685
64,32,upgrade,70,29,5685
64,32,upgrade,70,29,5685
64,33,none,66,4,5948
64,33,upgrade,66,4,5948
64,33,upgrade,66,4,5948
64,34,none,66,0,5643
64,34,none,66,0,5643
64,34,none,66,0,5643
64,35,none,66,0,6555
64,35,none,66,0,6555
64,35,none,66,0,6555
64,36,upgrade,54,12,7693
64,36,upgrade,54,12,7693
64,36,upgrade,54,12,7693
64,36,upgrade,54,12,7693
65,1,place,200,0,650
65,2,none,200,0,301
65,3,place,196,4,434
65,4,none,196,0,297
65,5,none,196,0,472
65,6,upgrade,196,0,636
65,7,none,196,0,589
65,8,none,196,0,771
65,9,none,196,0,971
65,10,upgrade,191,5,1165
65,11,place,189,2,927
65,12,none,189,0,816
65,13,none,189,0,1008
65,14,none,189,0,1290
65,15,none,187,2,1547
65,16,upgrade,171,16,1797
65,17,none,170,1,1684
